ACCESSION	CLADE	GROUP.NUM	GROUP.ROW	CATEGORY	ROWTYPE	SOURCE	COUNTRY	LATTITUDE	LONGTITUDE	"PCoA, Axis 1"	"PCoA, Axis 2"	"PCoA, Axis 3"	CLADE.OLD	VARIETY	OTHER.ACC	HABIT
WB-162	1	2	Cultivar 6-row	Cultivar	6	WHEALBI Cultivar	USA	48.507	-111.856	-0.0086994	0.0019588	0.0016868	1	Beecher	BCC 0817	Spring
WB-164	1	2	Cultivar 6-row	Cultivar	6	WHEALBI Cultivar	Colombia	5.454	-73.362	-0.0087784	-0.0042218	-0.0042796	1	Chia	BCC 0844	Spring
WB-165	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	USA	48.507	-111.856	-0.0079323	-0.0014874	0.0033268	1	Compana	BCC 0847	Spring
WB-166	1	2	Cultivar 6-row	Cultivar	6	WHEALBI Cultivar	Canada	53.544	-113.491	-0.0070579	0.0013475	-0.0012348	1	Diamond	BCC 0852	Spring
WB-167	1	3	Landrace 2-row	Landrace	2	WHEALBI Breeding/research material	Uruguay	-34.870	-56.170	-0.010996	0.00095601	0.0035512	1	FNC 1	BCC 0860	Spring
WB-168	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Mexico	21.019	-101.257	-0.013329	-0.0015648	0.00058161	1	Gobernadora	BCC 0869	Spring
WB-169	1	2	Cultivar 6-row	Cultivar	6	WHEALBI Cultivar	USA	48.507	-111.856	-0.0079903	-0.00091749	-0.0006972	1	Hazen	BCC 0875	Spring
WB-170	1	2	Cultivar 6-row	Cultivar	6	WHEALBI Cultivar	Canada	53.544	-113.491	-0.0076055	-0.0015831	0.0011625	1	Husky	BCC 0881	Spring
WB-171	1	2	Cultivar 6-row	Cultivar	6	WHEALBI Cultivar	Bolivia	-19.050	-65.250	-0.0069544	-0.0074628	-0.0048191	1	Kolla	BCC 0892	Spring
WB-172	3	5	Spontaneum	Spontaneum	Spont	WHEALBI ?	Afghanistan	34.320	62.200	0.019494	-0.0076793	0.015462	3		HID 135	
WB-173	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Chile	-38.733	-72.667	-0.0088016	0.0024965	0.0029592	1	Libra	BCC 0899	Spring
WB-174	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Canada	53.544	-113.491	-0.0088874	-0.00101	0.0045102	1	Manley	BCC 0903	Spring
WB-175	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	USA	48.507	-111.856	-0.0089281	-0.0014606	0.005083	1	Munsing	BCC 0907	Spring
WB-180	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Germany/Netherlands	48.500	11.400	-0.0077971	0.00015076	0.0018246	1	Apex	BCC 1367	Spring
WB-181	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Netherlands 	52.900	6.300	-0.0085513	0.0017998	0.0023469	1	Aramier	BCC 1368	Spring
WB-182	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	France	49.100	4.600	-0.0057854	0.0010332	0.0023777	1	Beatrice	BCC 1370	Spring
WB-183	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	France	49.100	4.600	-0.0063235	-0.00013815	0.0034657	1	Beka	BCC 1371	Spring
WB-184	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Poland	52.800	16.500	-0.0085479	0.0036087	0.0023513	1	Bielik	BCC 1372	Spring
WB-185	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	United Kingdom	56.300	-3.700	-0.01067	0.0031119	0.0038393	1	Blenheim	BCC 1373	Spring
WB-186	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Netherlands 	52.900	6.300	-0.011324	0.0014369	0.0029543	1	Gambrinus	BCC 1374	Spring
WB-187	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Denmark 	56.300	9.100	-0.007828	0.00034702	0.003786	1	Carlsberg II	BCC 1376	Spring
WB-188	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	France	49.100	4.600	-0.0087184	0.0028494	0.0032684	1	Ceres	BCC 1377	Spring
WB-189	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	United Kingdom	56.300	-3.700	-0.011242	0.0030825	0.0033655	1	Claret	BCC 1378	Spring
WB-191	1	2	Cultivar 6-row	Cultivar	6	WHEALBI Cultivar	France	49.100	4.600	-0.0088411	0.0026839	0.0039773	1		Sixtine	
WB-192	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	United Kingdom	56.300	-3.700	-0.010824	0.0027776	0.0046412	1	Georgie	BCC 1381	Spring
WB-193	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	United Kingdom	56.300	-3.700	-0.0087312	0.0019647	0.0050463	1	Golden Promise	BCC 1382	Spring
WB-194	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	United Kingdom	56.300	-3.700	-0.0097992	0.0024149	0.0027747	1	Golf	BCC 1383	Spring
WB-195	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Germany	48.500	11.400	-0.011708	0.00063274	0.004632	1	Grit	BCC 1384	Spring
WB-196	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Poland	52.800	16.500	-0.0096158	0.0018286	0.0015498	1	Gryf	BCC 1385	Spring
WB-197	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Germany	48.500	11.400	-0.0097343	-0.000094736	0.0036799	1	Haisa II	BCC 1386	Spring
WB-198	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Netherlands 	52.900	6.300	-0.0096273	0.00042134	0.0045446	1	Hebe	BCC 1387	Spring
WB-199	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Ireland	52.200	-8.500	-0.011406	0.00038634	0.0056319	1	Hunter	BCC 1389	Spring
WB-2	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Germany	48.500	11.400	-0.010794	0.0032951	0.0013345	1			
WB-20	1	2	Cultivar 6-row	Cultivar	6	WHEALBI Cultivar	Italy	41.200	15.800	-0.0070375	0.0036034	0.0029784	1			
WB-200	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Poland	49.480	22.069	-0.0090887	0.0013346	0.0045381	1		HOR7531	Spring
WB-201	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Germany	48.500	11.400	-0.010812	0.00097935	0.0045837	1	Isaria	BCC 1391	Spring
WB-202	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Denmark 	56.300	9.100	-0.0081853	-0.00097824	0.0033609	1	Kenia	BCC 1392	Spring
WB-203	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Netherlands 	52.900	6.300	-0.0098545	0.0020346	0.0034179	1	Mansholt	 zweizeilig	BCC 1394
WB-204	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Netherlands 	52.900	6.300	-0.0094271	0.0014667	0.0032464	1	Menuet	BCC 1395	Spring
WB-205	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Sweden 	56.500	13.500	-0.011711	0.0017097	0.0035523	1	Mette	BCC 1396	Spring
WB-206	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Hungary	46.400	19.900	-0.011304	0.00057464	0.0030702	1	MFB 104	BCC 1397	Spring
WB-207	1	3	Landrace 2-row	Landrace	2	WHEALBI Breeding/research material	Hungary	46.400	19.900	-0.012166	0.00065886	0.0034755	1	MK 42	BCC 1398	Spring
WB-208	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Sweden 	56.500	13.500	-0.0090231	0.0017774	0.002285	1	Nancy	BCC 1399	Spring
WB-209	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	France	49.100	4.600	-0.01033	0.0013837	0.0027401	1	Natasha	BCC 1400	Spring
WB-21	1	2	Cultivar 6-row	Cultivar	6	WHEALBI Cultivar	Germany	48.500	11.400	-0.0099952	0.0047348	0.0021672	1			
WB-210	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Germany	48.500	11.400	-0.010482	0.0014897	0.0021141	1	Ortolan	BCC 1401	Spring
WB-211	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Sweden 	56.500	13.500	-0.0097059	0.00064545	0.0020854	1	Pallas	BCC 1402	Spring
WB-212	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Germany/Czech Republic	48.500	11.400	-0.010606	0.0014475	0.0048673	1	Perun	BCC 1403	Spring
WB-214	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	United Kingdom	56.300	-3.700	-0.01267	-0.00050846	0.003746	1	Plumage Archer	BCC 1405	Spring
WB-215	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Austria 	48.200	15.800	-0.012049	0.000033776	0.0024836	1	Probstdorfer Adorra	BCC 1407	Spring
WB-216	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	United Kingdom	56.300	-3.700	-0.0093905	0.00012424	0.0058143	1	Proctor	BCC 1408	Spring
WB-217	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Austria 	48.200	15.800	-0.0091407	0.0022449	0.0034428	1	Quantum	BCC 1409	Spring
WB-218	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Sweden 	56.500	13.500	-0.0091734	0.0013336	0.0042475	1	Rika	BCC 1410	Spring
WB-219	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Germany	48.500	11.400	-0.01202	-0.00023972	0.0045846	1	Salome	BCC 1411	Spring
WB-22	1	2	Cultivar 6-row	Cultivar	6	WHEALBI Cultivar	Germany	48.500	11.400	-0.009644	0.0046316	0.0020563	1			
WB-220	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Sweden 	56.500	13.500	-0.011962	-0.00014598	0.0054203	1	Sõrla	BCC 1412	Spring
WB-221	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Germany	48.500	11.400	-0.0093681	0.0012548	0.0048296	1	Sissy	BCC 1413	Spring
WB-222	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Czech Republic 	49.400	15.800	-0.011713	-0.0015543	0.0041001	1	Spartan	BCC 1414	Spring
WB-223	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	United Kingdom	56.300	-3.700	-0.012333	-0.00059048	0.0034566	1	Spratt Archer	BCC 1415	Spring
WB-224	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Sweden 	56.500	13.500	-0.009601	0.0015236	0.0033049	1	Tellus	BCC 1416	Spring
WB-225	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Germany	48.500	11.400	-0.0093336	0.00095934	0.0048364	1	Trumpf (Triumph)	BCC 1417	Spring
WB-226	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Denmark 	56.300	9.100	-0.011828	-0.00025137	0.0044343	1	Tyra	BCC 1418	Spring
WB-227	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Germany	48.500	11.400	-0.011065	0.0010122	0.0031082	1	Union	BCC 1419	Spring
WB-228	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Netherlands 	52.900	6.300	-0.0096072	0.0016881	0.0014829	1	Vada	BCC 1420	Spring
WB-229	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Czech Republic 	49.400	15.800	-0.011075	-0.000062441	0.0051241	1	Valticky	BCC 1421	Spring
WB-23	1	2	Cultivar 6-row	Cultivar	6	WHEALBI Cultivar	Germany	48.500	11.400	-0.0043879	-0.0075789	-0.0032407	1			
WB-230	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Netherlands 	52.900	6.300	-0.0095767	0.0013755	0.0026978	1	Varunda	BCC 1422	Spring
WB-231	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	France	49.100	4.600	-0.011423	0.0022177	0.0026186	1	Volga	BCC 1423	Spring
WB-232	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Germany	48.500	11.400	-0.0094609	0.0010112	0.00181	1	Volla	BCC 1424	Spring
WB-233	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Germany	48.500	11.400	-0.010129	0.0012052	0.0022451	1	Wisa	BCC 1425	Spring
WB-234	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	United Kingdom	56.300	-3.700	-0.010823	-0.00012168	0.0037018	1	Archer	BCC 1428	Spring
WB-235	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	France	49.100	4.600	-0.011972	0.00038721	0.0029768	1	Chevallier	BCC 1430	Spring
WB-236	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Austria 	48.200	15.800	-0.011032	-0.00082534	0.001898	1	Goldfoil	BCC 1431	Spring
WB-237	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Czech Republic 	49.400	15.800	-0.011114	0.00040882	0.0048162	1	Hana	BCC 1432	Spring
WB-238	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Germany	48.500	11.400	-0.010356	-0.00014883	0.0036731	1	Heils Franken	BCC 1433	Spring
WB-239	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Czech Republic 	49.400	15.800	-0.0097358	0.0014213	0.002702	1	Kwassitzer Hanna	BCC 1439	Spring
WB-24	1	2	Cultivar 6-row	Cultivar	6	WHEALBI Cultivar	France	49.100	4.600	-0.0096432	0.004972	0.0029504	1			
WB-240	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Austria 	48.200	15.800	-0.01034	-0.00040034	0.0034628	1	Pammers Hohenauer Vollkorn	BCC 1440	Spring
WB-241	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Germany	48.500	11.400	-0.01156	-0.00051137	0.0020924	1	Pflugs Intensiv	BCC 1441	Spring
WB-242	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	United Kingdom	56.300	-3.700	-0.0014681	-0.0069812	-0.0042945	1	Plumage	BCC 1442	Spring
WB-243	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Germany	48.500	11.400	-0.0089161	-0.0012984	0.0021696	1	Probsteiner Landgerste	BCC 1443	Spring
WB-244	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Czech Republic 	49.400	15.800	-0.010413	-0.00081328	0.0034343	1	Slovensky 802	BCC 1444	Spring
WB-245	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	France	49.100	4.600	-0.01061	0.00028067	0.0011057	1	Souche 142 Strotzheim	BCC 1445	Spring
WB-246	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	France	49.100	4.600	-0.0092071	0.0015005	0.0030864	1	Turquoise	BCC 1447	Spring
WB-247	1	2	Cultivar 6-row	Cultivar	6	WHEALBI Cultivar	Finland/Sweden	61.600	22.700	-0.010958	0.0004307	0.00069358	1	Agneta	BCC 1448	Spring
WB-248	1	2	Cultivar 6-row	Cultivar	6	WHEALBI Cultivar	Finland	61.600	22.700	-0.013306	0.00036757	0.0039313	1	Pomo	BCC 1450	Spring
WB-249	1	2	Cultivar 6-row	Cultivar	6	WHEALBI Cultivar	Netherlands 	52.900	6.300	-0.0054811	0.0015469	0.0021743	1	Bigo	BCC 1452	Spring
WB-25	1	2	Cultivar 6-row	Cultivar	6	WHEALBI Cultivar	France	49.100	4.600	-0.0082869	0.0014948	0.0017764	1			
WB-250	1	4	Landrace 6-row	Landrace	6	WHEALBI Cultivar?	Finland	60.170	24.930	-0.010917	0.0041501	0.0018989	1	Olli	BCC 1453	Spring
WB-251	1	2	Cultivar 6-row	Cultivar	6	WHEALBI Cultivar	Russia	52.000	40.000	-0.010208	-0.00057934	0.0029775	1	Belogorskij	BCC 1455	Spring
WB-252	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Russia	52.000	40.000	-0.011563	0.000062133	0.0035176	1	Viking	BCC 1456	Spring
WB-253	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Russia	52.000	40.000	-0.010141	-0.0012847	0.0046066	1	Risk	BCC 1457	Spring
WB-254	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Russia	52.000	40.000	-0.0084297	0.0012608	0.0025293	1	Ilmen	BCC 1458	Spring
WB-255	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Russia	52.000	40.000	-0.0081174	0.0014727	0.0024602	1	Temp	BCC 1459	Spring
WB-256	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Russia	52.000	40.000	-0.0082322	0.00051652	0.0031409	1	Omskij 80	BCC 1461	Spring
WB-257	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Russia	52.000	40.000	-0.0098642	0.0018867	0.0043702	1	Primorskij 89	BCC 1463	Spring
WB-258	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Ukraine	47.600	30.600	-0.0087895	0.0019196	0.0046369	1	Doneckij 650	BCC 1465	Spring
WB-259	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Ukraine	47.600	30.600	-0.010764	0.0016792	0.0040759	1	Odesskij 100	BCC 1466	Spring
WB-26	1	2	Cultivar 6-row	Cultivar	6	WHEALBI Cultivar	Italy	41.200	15.800	-0.0089822	0.0042234	0.0024275	1			
WB-260	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Belarus	53.900	27.560	-0.0086708	0.003395	0.0026439	1	Zhodinskij 5	BCC 1467	Spring
WB-261	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Kazakhstan	54.873	69.151	-0.0073897	0.00030717	0.0040647	1	Tselinij 213	BCC 1468	Spring
WB-262	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Kazakhstan	54.873	69.151	-0.0097509	-0.00096471	-0.00090784	1	Granal	BCC 1469	Spring
WB-263	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Uzbekistan	39.627	66.975	-0.0082569	0.0017453	0.001648	1	Unumli-Arpa	BCC 1470	Spring
WB-264	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Armenia	40.093	44.253	-0.0068295	-0.001974	0.00020304	1	Nutans 115	BCC 1471	Spring
WB-266	1	2	Cultivar 6-row	Cultivar	6	WHEALBI Cultivar	Ukraine	47.600	30.600	-0.0081822	0.0029952	0.0028779	1	Klepeninskij	BCC 1474	Spring
WB-267	1	2	Cultivar 6-row	Cultivar	6	WHEALBI Cultivar	Uzbekistan	39.627	66.975	-0.010474	0.0016408	0.0026196	1	Afrasiab	BCC 1476	Spring
WB-268	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Russia	63.950	41.680	-0.0076156	9.4652E-07	0.0011267	1	K 9338	BCC 1479	Spring
WB-269	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Russia	63.950	41.680	-0.008044	0.00034759	0.00098616	1	K 16411	BCC 1480	Spring
WB-27	1	2	Cultivar 6-row	Cultivar	6	WHEALBI Cultivar	France	49.100	4.600	-0.0081758	0.0039758	0.0031097	1			
WB-271	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Russia	52.000	40.000	-0.0095447	0.00040685	0.0033861	1	Vjatich	BCC 1482	Spring
WB-272	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Russia	59.220	39.750	-0.010611	-0.00036838	0.0020638	1	K 4511	BCC 1483	Spring
WB-273	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Russia	57.767	41.500	-0.009151	-0.0010897	0.0014152	1	K 9511	BCC 1484	Spring
WB-274	1	2	Cultivar 6-row	Cultivar	6	WHEALBI Cultivar	Russia	52.000	40.000	-0.011636	0.0032231	0.0028907	1	Pallidum 45	BCC 1485	Spring
WB-276	1	4	Landrace 6-row	Landrace	6	WHEALBI Breeding/research material	Russia	54.570	100.570	-0.0085769	0.0022254	0.0029016	1	Tulunskii 23/11	BCC 1490	Spring
WB-277	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Russia	52.000	40.000	-0.0065764	0.000070198	0.0010458	1	K 10693	BCC 1491	Spring
WB-278	1	2	Cultivar 6-row	Cultivar	6	WHEALBI Cultivar	Ukraine	47.600	30.600	-0.012015	0.0017717	0.0033421	1	Gelios	BCC 1493	Spring
WB-279	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Kyrgyzstan	42.875	74.612	-0.0079537	0.001709	0.0016092	1	K 11749	BCC 1497	Spring
WB-28	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Italy	41.200	15.800	-0.0098558	0.0027622	0.0027161	1			
WB-280	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Uzbekistan	39.654	66.960	-0.0066478	-0.0043579	-0.00071256	1	K 17227	BCC 1498	Spring
WB-281	6	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Tajikistan	38.540	68.780	-0.009686	0.00064258	-0.00061083	5	K 10628	BCC 1500	Spring
WB-284	1	2	Cultivar 6-row	Cultivar	6	WHEALBI Cultivar	Ukraine	47.600	30.600	-0.01014	0.0019459	0.00057853	1	Pallidum 4	BCC 1505	Spring
WB-285	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Ukraine	47.600	30.600	-0.0094344	-0.000065004	0.0025267	1	Odesskij 36	BCC 1506	Spring
WB-286	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Germany	48.500	11.400	-0.010029	0.0009127	0.0037145	1	Bavaria (Ackermanns Bavaria)	BCC 1524	Spring
WB-287	1	2	Cultivar 6-row	Cultivar	6	WHEALBI Cultivar	Austria 	48.200	15.800	-0.010076	0.000095275	0.0018629	1	Pumper	BCC 1529	Spring
WB-288	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Ex. Yugoslavia	44.100	21.100	-0.011639	0.0013805	0.0038328	1	Novosadski 294 (NS 294)	BCC 1541	Spring
WB-289	1	2	Cultivar 6-row	Cultivar	6	WHEALBI Cultivar	Cyprus	35.126	33.430	-0.011748	0.0032399	0.0036038	1	Athenais	BCC 1548	Spring
WB-290	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Bulgaria	43.823	25.954	-0.009342	0.0045236	0.0032978	1	HOR 383	BCC 1561	Spring
WB-291	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Albania	42.063	20.437	-0.013607	0.0013991	0.00060869	1	HOR 750	BCC 1565	Spring
WB-292	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Greece	39.491	21.944	-0.011928	0.0028468	0.0040964	1	HOR 753	BCC 1566	Spring
WB-294	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Iran	31.533	48.817	-0.0013068	-0.012624	-0.0051903	1	FAO 3413	HOR 2800	Spring
WB-295	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Iran	34.580	48.820	-0.0042235	-0.00059714	0.0017677	1	FAO 3443	HOR 2828	Spring
WB-297	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Iran	34.583	48.817	-0.0068313	-0.0069884	-0.0019704	1	FAO 3450	HOR 2835	Spring
WB-299	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Turkey	38.750	29.417	-0.009673	-0.00057691	0.0010785	1		HOR 7985	spring
WB-3	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	United Kingdom	56.300	-3.700	-0.0096595	0.0036721	0.0031518	1			
WB-30	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Germany	48.500	11.400	-0.0082563	0.0044112	0.0023207	1			
WB-301	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Turkey	38.750	30.670	-0.0096748	0.0010797	0.0018175	1	HOR 8050	HOR 8050	Spring
WB-302	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Turkey	39.440	29.980	-0.0080141	0.00035364	0.0021468	1	HOR 8113	HOR 8113	spring
WB-303	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Turkey	39.240	29.500	-0.0063655	-0.0016615	0.001097	1	HOR 8160	HOR 8160	Spring
WB-304	1	3	Landrace 2-row	Landrace	2	WHEALBI Breeding/research material	Israel	31.779	35.224	-0.0080354	0.00067145	0.0029861	1	MR 1/13	HOR 11370	Spring
WB-305	1	3	Landrace 2-row	Landrace	2	WHEALBI Breeding/research material	Israel	31.779	35.224	-0.012372	0.0030366	0.002244	1	MR 3/51	HOR 11371	Spring
WB-307	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace/cultivar?	Israel	31.779	35.224	-0.010872	0.0019745	0.0060259	1	W 23833/2196 11	HOR 11373	Spring
WB-308	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace/cultivar?	Israel	31.779	35.224	-0.0068706	0.0013383	0.0040629	1	W 23829/8039 11	HOR 11374	Spring
WB-309	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Syria	36.701	38.105	-0.0081952	0.0066716	0.0014092	1	HOR 12830	HOR 12830	
WB-31	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Turkey	39.200	32.000	-0.0092858	0.00063213	0.0026586	1			
WB-311	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Germany	48.500	11.400	-0.010516	-0.00077099	0.0028981	1	Schwarze Gemeine Dreizack	HOR 1962	Spring
WB-312	1	3	Landrace 2-row	Landrace	2	WHEALBI Cultivar?	Sweden 	57.500	18.550	-0.0081076	0.00086153	0.0027339	1	Gull 		Spring
WB-313	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Denmark 	56.300	9.100	-0.010216	-0.00012566	0.0047003	1	Binder 		Spring
WB-314	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Sweden 	56.500	13.500	-0.0079688	0.0012913	0.0036571	1	Bonus 		Spring
WB-315	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Estonia 	59.200	24.700	-0.0094365	0.0018093	0.0053629	1	Anni 		Spring
WB-316	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	United Kingdom	56.300	-3.700	-0.0099696	0.00067782	0.0025436	1	Optic 		Spring
WB-317	1	4	Landrace 6-row	Landrace	6	WHEALBI Cultivar?	Sweden	64.500	18.000	-0.0068411	0.0012353	0.00091926	1	Asplund		Spring
WB-318	1	4	Landrace 6-row	Landrace	6	WHEALBI Cultivar?	Norway	58.717	5.750	-0.0094383	0.00059272	0.00047932	1	Jadar		Spring
WB-319	1	4	Landrace 6-row	Landrace	6	WHEALBI Cultivar?	Norway	61.261	12.323	-0.0088613	0.00073995	0.0025995	1	Maskin		Spring
WB-32	1	2	Cultivar 6-row	Cultivar	6	WHEALBI Cultivar	Germany	48.500	11.400	-0.0063791	0.0036071	0.0011908	1			
WB-322	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Algeria	36.217	6.583	-0.0091888	0.0075523	-0.00040887	1		BCC 0033	spring/ facultative?
WB-323	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Egypt	31.050	33.833	-0.013926	0.0052793	-0.00015486	1		BCC 0050	spring/ facultative?
WB-324	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Egypt	31.233	34.217	-0.011046	0.0033461	-0.00065441	1		BCC 0053	spring/ facultative?
